slot_filler_id,score_pop,score_mainstream,score_niche,model_tier,source_prediction_count
3828,0.005956,0.558755,0.435289,mainstream,4
3829,0.000926,0.448055,0.551019,niche,1
3830,0.000926,0.448055,0.551019,niche,1
3831,0.000216,0.007542,0.992243,niche,1
3832,0.225755,0.283322,0.490924,niche,1
3833,0.00024,0.232843,0.766917,niche,1
3834,0.003732,0.383559,0.612709,niche,1
3835,0.003732,0.383559,0.612709,niche,1
3836,0.003195,0.394327,0.602478,niche,1
3837,0.000897,0.007919,0.991184,niche,1
3838,0.000897,0.007919,0.991184,niche,1
3839,0.004682,0.970987,0.024331,mainstream,1
3840,0.000788,0.031393,0.967819,niche,1
3841,0.000788,0.031393,0.967819,niche,1
3842,0.00956,0.38712,0.60332,niche,1
3843,0.025677,0.030113,0.94421,niche,5
3844,0.026531,0.316079,0.65739,niche,2
3845,0.001337,0.245397,0.753266,niche,3
3846,0.007906,0.084261,0.907833,niche,1
3847,0.000633,0.990726,0.008641,mainstream,1
3848,0.000633,0.990726,0.008641,mainstream,1
3849,0.011762,0.822816,0.165422,mainstream,1
3850,0.005519,0.973022,0.02146,mainstream,1
3851,0.005519,0.973022,0.02146,mainstream,1
3852,0.001222,0.983566,0.015212,mainstream,1
3853,0.281799,0.688445,0.029757,mainstream,1
3854,0.001372,0.77402,0.224608,mainstream,1
3855,0.000821,0.024622,0.974556,niche,1
3856,0.130533,0.418121,0.451346,niche,4
3857,0.980188,0.014599,0.005212,pop,1
3858,0.980188,0.014599,0.005212,pop,1
3859,0.342896,0.536405,0.120699,mainstream,3
3860,0.000753,0.155015,0.844232,niche,1
3861,0.00064,0.031477,0.967884,niche,1
3862,0.036914,0.29812,0.664966,niche,1
3863,0.039164,0.868531,0.092305,mainstream,1
3864,0.039164,0.868531,0.092305,mainstream,1
3865,0.14747,0.245963,0.606567,niche,1
3866,0.00332,0.035593,0.961087,niche,1
3867,0.00332,0.035593,0.961087,niche,1
3868,0.000306,0.358328,0.641366,niche,1
3869,0.00031,0.015668,0.984022,niche,1
3870,0.021951,0.861321,0.116728,mainstream,1
3871,0.021951,0.861321,0.116728,mainstream,1
3872,1.6e-05,0.000686,0.999298,niche,1
3873,1.6e-05,0.000686,0.999298,niche,1
3874,0.060353,0.125267,0.81438,niche,2
3875,0.007497,0.464281,0.528222,niche,5
3876,0.025217,0.895377,0.079407,mainstream,1
3877,0.879004,0.075408,0.045588,pop,1
3878,0.15507,0.09427,0.750659,niche,3
3879,0.476398,0.032026,0.491575,niche,2
3880,0.573814,0.355387,0.070799,pop,1
3881,0.001755,0.21684,0.781405,niche,1
3882,0.003872,0.820997,0.175131,mainstream,1
3883,0.003872,0.820997,0.175131,mainstream,1
3884,0.027112,0.772252,0.200636,mainstream,1
3885,0.031339,0.051207,0.917454,niche,1
3886,0.027223,0.623659,0.349118,mainstream,1
3887,0.027533,0.078502,0.893965,niche,1
3888,0.073711,0.653228,0.273062,mainstream,2
3889,0.073711,0.653228,0.273062,mainstream,2
3890,0.945007,0.037112,0.017882,pop,1
3891,0.945007,0.037112,0.017882,pop,1
3892,0.065465,0.826808,0.107727,mainstream,1
3893,0.023629,0.135116,0.841255,niche,3
3894,0.144384,0.772479,0.083138,mainstream,1
3895,0.144384,0.772479,0.083138,mainstream,1
3896,0.022612,0.419721,0.557667,niche,3
3897,0.000482,0.978447,0.021071,mainstream,1
3898,0.000482,0.978447,0.021071,mainstream,1
3899,0.000278,0.034747,0.964975,niche,1
3900,0.000278,0.034747,0.964975,niche,1
3901,0.002152,0.115398,0.882449,niche,2
3902,0.002152,0.115398,0.882449,niche,2
3903,0.041076,0.637013,0.321911,mainstream,1
3904,0.041076,0.637013,0.321911,mainstream,1
3905,0.003986,0.085695,0.910319,niche,1
3906,0.003986,0.085695,0.910319,niche,1
3907,0.750164,0.199076,0.05076,pop,1
3908,0.750164,0.199076,0.05076,pop,1
3909,0.008965,0.126486,0.864549,niche,1
3910,0.008965,0.126486,0.864549,niche,1
3911,0.000152,0.712727,0.28712,mainstream,1
3912,0.000152,0.712727,0.28712,mainstream,1
3913,0.000897,0.894896,0.104207,mainstream,2
3914,0.00041,0.015755,0.983835,niche,1
3915,0.008148,0.024883,0.96697,niche,2
3916,0.001419,0.103384,0.895197,niche,1
3917,0.001259,0.074236,0.924504,niche,1
3918,0.010707,0.603661,0.385632,mainstream,1
3919,0.688668,0.153943,0.157389,pop,1
3920,0.688668,0.153943,0.157389,pop,1
3921,0.051878,0.872734,0.075388,mainstream,1
3922,0.001141,0.98896,0.009899,mainstream,1
3923,0.01311,0.699437,0.287453,mainstream,3
3924,0.001202,0.995105,0.003693,mainstream,1
3925,0.001655,0.915461,0.082883,mainstream,2
3926,0.038961,0.32716,0.63388,niche,1
3927,0.038961,0.32716,0.63388,niche,1
3928,0.000981,0.003202,0.995817,niche,1
3929,0.000981,0.003202,0.995817,niche,1
3930,0.001654,0.655938,0.342408,mainstream,3
3931,0.000408,0.911928,0.087664,mainstream,1
3932,0.173039,0.221101,0.60586,niche,6
3933,0.02087,0.972745,0.006384,mainstream,1
3934,0.02087,0.972745,0.006384,mainstream,1
3935,0.006771,0.026144,0.967086,niche,2
3936,0.008565,0.007322,0.984114,niche,1
3937,0.599053,0.168262,0.232685,pop,2
3938,0.449935,0.358724,0.191342,pop,8
3939,0.199007,0.564962,0.236031,mainstream,2
3940,0.035255,0.027815,0.93693,niche,2
3941,0.035255,0.027815,0.93693,niche,2
3942,0.000145,0.063547,0.936309,niche,1
3943,0.006257,0.478251,0.515493,niche,2
3944,0.002471,0.348293,0.649236,niche,3
3945,0.030138,0.24923,0.720632,niche,5
3946,0.003921,0.113113,0.882966,niche,2
3947,0.007575,0.196009,0.796416,niche,1
3948,0.004894,0.979252,0.015854,mainstream,1
3949,0.004894,0.979252,0.015854,mainstream,1
3950,0.013724,0.018896,0.96738,niche,1
3951,0.048489,0.279723,0.671789,niche,1
3952,0.048489,0.279723,0.671789,niche,1
3953,7.3e-05,0.034981,0.964945,niche,1
3954,0.00536,0.06678,0.92786,niche,1
3955,0.00536,0.06678,0.92786,niche,1
3956,0.000677,0.003498,0.995826,niche,2
3957,0.002721,0.983394,0.013885,mainstream,2
3958,0.003538,0.180064,0.816398,niche,1
3959,0.003538,0.180064,0.816398,niche,1
3960,0.003449,0.779017,0.217534,mainstream,1
3961,0.003449,0.779017,0.217534,mainstream,1
3962,0.181318,0.782673,0.036009,mainstream,1
3963,0.181318,0.782673,0.036009,mainstream,1
3964,0.003033,0.163496,0.833471,niche,2
3965,0.005758,0.068393,0.925849,niche,1
3966,0.000732,0.878742,0.120526,mainstream,2
3967,0.000732,0.878742,0.120526,mainstream,2
3968,0.002717,0.320635,0.676649,niche,1
3969,0.356877,0.353836,0.289287,pop,5
3970,0.000963,0.101189,0.897848,niche,1
3971,0.000963,0.101189,0.897848,niche,1
3972,0.000115,0.002466,0.997419,niche,1
3973,0.000115,0.002466,0.997419,niche,1
3974,0.011508,0.077134,0.911359,niche,3
3975,0.000552,0.148189,0.851259,niche,1
3976,0.000196,0.035753,0.964051,niche,1
3977,0.000196,0.035753,0.964051,niche,1
3978,0.000227,0.00167,0.998103,niche,1
3979,0.02548,0.044232,0.930287,niche,1
3980,0.004672,0.815604,0.179724,mainstream,2
3981,0.004672,0.815604,0.179724,mainstream,2
3982,0.409768,0.514469,0.075763,mainstream,4
3983,0.175503,0.763055,0.061442,mainstream,1
3984,0.278662,0.521746,0.199592,mainstream,2
3985,0.845616,0.024361,0.130024,pop,3
3986,0.000705,0.72547,0.273825,mainstream,1
3987,0.000705,0.72547,0.273825,mainstream,1
3988,0.012304,0.971535,0.016161,mainstream,1
3989,0.001596,0.778329,0.220075,mainstream,1
3990,0.001596,0.778329,0.220075,mainstream,1
3991,0.003083,0.493269,0.503649,niche,1
3992,0.003083,0.493269,0.503649,niche,1
3993,0.000773,0.00206,0.997167,niche,1
3994,0.056367,0.431584,0.512049,niche,1
3995,0.001457,0.953501,0.045042,mainstream,1
3996,0.001457,0.953501,0.045042,mainstream,1
3997,0.004472,0.109461,0.886067,niche,1
3998,0.004472,0.109461,0.886067,niche,1
3999,0.017216,0.02063,0.962154,niche,4
4000,0.000101,0.024218,0.975681,niche,1
4001,0.008293,0.960326,0.031381,mainstream,1
4002,0.008293,0.960326,0.031381,mainstream,1
4003,0.002127,0.970601,0.027272,mainstream,1
4004,0.002127,0.970601,0.027272,mainstream,1
4005,0.006887,0.730423,0.26269,mainstream,2
4006,0.019669,0.03359,0.946742,niche,1
4007,0.000643,0.006653,0.992704,niche,2
4008,0.000167,0.100983,0.89885,niche,1
4009,0.000167,0.100983,0.89885,niche,1
4010,0.012219,0.866696,0.121086,mainstream,1
4011,0.012219,0.866696,0.121086,mainstream,1
4012,0.904375,0.060582,0.035044,pop,1
4013,0.004952,0.859296,0.135752,mainstream,1
4014,0.131857,0.122697,0.745446,niche,3
4015,0.76547,0.191122,0.043408,pop,1
4016,0.33342,0.050643,0.615937,niche,1
4017,0.33342,0.050643,0.615937,niche,1
4018,0.004255,0.845166,0.150578,mainstream,1
4019,0.006531,0.235861,0.757608,niche,1
4020,0.064537,0.298253,0.63721,niche,2
4021,0.134131,0.310092,0.555777,niche,2
4022,0.231328,0.489611,0.279062,mainstream,2
4023,0.013641,0.969885,0.016474,mainstream,1
4024,0.013641,0.969885,0.016474,mainstream,1
4025,0.00217,0.03303,0.9648,niche,1
4026,0.011229,0.364207,0.624563,niche,1
4027,0.026885,0.169976,0.803139,niche,1
4028,0.006768,0.827951,0.165282,mainstream,2
4029,0.045188,0.896385,0.058427,mainstream,1
4030,0.045188,0.896385,0.058427,mainstream,1
4031,0.029202,0.17158,0.799218,niche,1
4032,0.003466,0.970378,0.026156,mainstream,1
4033,0.000196,0.051183,0.948621,niche,1
4034,0.000196,0.051183,0.948621,niche,1
4035,0.03903,0.77619,0.18478,mainstream,3
4036,0.005729,0.17369,0.820582,niche,1
4037,0.005729,0.17369,0.820582,niche,1
4038,0.457818,0.409521,0.13266,pop,1
4039,0.457818,0.409521,0.13266,pop,1
4040,0.000339,0.032505,0.967156,niche,1
4041,0.000339,0.032505,0.967156,niche,1
4042,0.05115,0.828317,0.120533,mainstream,2
4043,0.05115,0.828317,0.120533,mainstream,2
4044,0.000282,0.223784,0.775934,niche,1
4045,0.000282,0.223784,0.775934,niche,1
4046,0.000473,0.205713,0.793814,niche,1
4047,0.027455,0.300993,0.671553,niche,1
4048,0.027455,0.300993,0.671553,niche,1
4049,0.006682,0.928239,0.065079,mainstream,1
4050,0.006682,0.928239,0.065079,mainstream,1
4051,0.00031,0.000246,0.999443,niche,1
4052,0.00031,0.000246,0.999443,niche,1
4053,0.019691,0.807347,0.172962,mainstream,1
4054,0.005454,0.989496,0.00505,mainstream,2
4055,0.016937,0.298168,0.684895,niche,1
4056,0.016937,0.298168,0.684895,niche,1
4057,0.001523,0.035057,0.963421,niche,4
4058,0.001043,0.187207,0.81175,niche,2
4059,0.004716,0.806308,0.188976,mainstream,1
4060,0.004716,0.806308,0.188976,mainstream,1
4061,0.000178,0.293769,0.706053,niche,1
4062,0.000933,0.090253,0.908815,niche,1
4063,0.000933,0.090253,0.908815,niche,1
4064,0.011223,0.082742,0.906034,niche,1
4065,0.011223,0.082742,0.906034,niche,1
4066,0.004388,0.990633,0.00498,mainstream,1
4067,0.002474,0.582388,0.415138,mainstream,1
4068,0.060768,0.052022,0.887209,niche,1
4069,0.000666,0.033663,0.965671,niche,1
4070,0.005892,0.933872,0.060236,mainstream,1
4071,0.005892,0.933872,0.060236,mainstream,1
4072,0.056255,0.32246,0.621285,niche,4
4073,0.00153,0.035429,0.963041,niche,1
4074,0.000147,0.048676,0.951177,niche,1
4075,0.00082,0.981983,0.017197,mainstream,1
4076,0.00082,0.981983,0.017197,mainstream,1
4077,0.008258,0.134445,0.857297,niche,1
4078,0.051566,0.694278,0.254156,mainstream,6
4079,0.009223,0.192586,0.798191,niche,1
4080,0.009223,0.192586,0.798191,niche,1
4081,0.000409,0.37381,0.625781,niche,1
4082,2.5e-05,0.001539,0.998436,niche,1
4083,0.002616,0.007203,0.990181,niche,2
4084,0.040937,0.683177,0.275887,mainstream,1
4085,0.040937,0.683177,0.275887,mainstream,1
4086,0.009598,0.048015,0.942387,niche,1
4087,0.000376,0.885866,0.113759,mainstream,1
4088,0.009741,0.1083,0.881959,niche,1
4089,0.030536,0.173257,0.796207,niche,1
4090,0.008795,0.255752,0.735454,niche,1
4091,0.008795,0.255752,0.735454,niche,1
4092,0.038178,0.807789,0.154033,mainstream,2
4093,0.156955,0.119316,0.723729,niche,1
4094,0.010363,0.93811,0.051527,mainstream,1
4095,0.003414,0.860866,0.13572,mainstream,1
4096,0.002055,0.016674,0.981271,niche,1
4097,0.921489,0.036593,0.041918,pop,1
4098,0.921489,0.036593,0.041918,pop,1
4099,0.039728,0.102452,0.85782,niche,1
4100,0.000632,0.00324,0.996128,niche,1
4101,0.000632,0.00324,0.996128,niche,1
4102,0.146305,0.414651,0.439045,niche,2
4103,0.146305,0.414651,0.439045,niche,2
4104,0.003683,0.026888,0.969429,niche,1
4105,0.144155,0.408305,0.447539,niche,2
4106,0.012596,0.104263,0.883141,niche,1
4107,0.001372,0.157994,0.840633,niche,1
4108,0.001372,0.157994,0.840633,niche,1
4109,0.001532,0.542414,0.456055,mainstream,1
4110,0.001532,0.542414,0.456055,mainstream,1
4111,0.066031,0.550055,0.383914,mainstream,1
4112,0.304524,0.674623,0.020853,mainstream,2
4113,0.014093,0.012767,0.97314,niche,1
4114,0.014093,0.012767,0.97314,niche,1
4115,0.07951,0.698557,0.221933,mainstream,2
4116,0.056734,0.698114,0.245152,mainstream,1
4117,0.056734,0.698114,0.245152,mainstream,1
4118,0.00225,0.232904,0.764846,niche,1
4119,0.979719,0.016656,0.003625,pop,1
4120,0.979719,0.016656,0.003625,pop,1
4121,0.003554,0.956908,0.039539,mainstream,2
4122,0.024401,0.600409,0.375191,mainstream,1
4123,0.024401,0.600409,0.375191,mainstream,1
4124,0.004031,0.074888,0.921081,niche,1
4125,0.004031,0.074888,0.921081,niche,1
4126,0.000701,0.11932,0.879979,niche,1
4127,0.000701,0.11932,0.879979,niche,1
4128,0.020945,0.445437,0.533618,niche,1
4129,0.016059,0.499033,0.484908,mainstream,2
4130,0.003053,0.701118,0.29583,mainstream,2
4131,0.003855,0.618662,0.377483,mainstream,1
4132,0.013798,0.020192,0.966009,niche,3
4133,0.004191,0.733172,0.262637,mainstream,1
4134,0.005208,0.012867,0.981925,niche,1
4135,0.000975,0.101257,0.897768,niche,1
4136,0.02942,0.114949,0.85563,niche,1
4137,0.000361,0.001352,0.998287,niche,1
4138,0.00438,0.244171,0.751448,niche,1
4139,0.435914,0.169237,0.394849,pop,1
4140,0.15332,0.382172,0.464508,niche,1
4141,0.15332,0.382172,0.464508,niche,1
4142,0.082576,0.491859,0.425565,mainstream,1
4143,0.082576,0.491859,0.425565,mainstream,1
4144,0.083497,0.057011,0.859492,niche,1
4145,0.083497,0.057011,0.859492,niche,1
4146,0.001038,0.435026,0.563936,niche,1
4147,0.008072,0.051244,0.940685,niche,1
4148,0.006847,0.253889,0.739264,niche,1
4149,0.000197,0.011252,0.988551,niche,1
4150,0.000197,0.011252,0.988551,niche,1
4151,0.000293,0.007122,0.992585,niche,1
4152,0.000511,0.485682,0.513807,niche,1
4153,0.000511,0.485682,0.513807,niche,1
4154,0.003276,0.301993,0.694731,niche,3
4155,0.015709,0.234743,0.749548,niche,2
4156,0.229928,0.105623,0.66445,niche,2
4157,0.044298,0.177907,0.777794,niche,5
4158,0.054608,0.169372,0.77602,niche,4
4159,0.011185,0.136852,0.851963,niche,1
4160,0.011185,0.136852,0.851963,niche,1
4161,0.008509,0.978388,0.013102,mainstream,1
4162,0.008509,0.978388,0.013102,mainstream,1
4163,0.024778,0.041277,0.933944,niche,1
4164,0.024778,0.041277,0.933944,niche,1
4165,0.000108,0.117539,0.882354,niche,1
4166,0.018661,0.141611,0.839728,niche,2
4167,0.000642,0.977449,0.021909,mainstream,1
4168,0.938447,0.050565,0.010988,pop,3
4169,0.938447,0.050565,0.010988,pop,3
4170,0.003565,0.817785,0.17865,mainstream,1
4171,0.01433,0.279931,0.705738,niche,1
4172,0.000155,0.249393,0.750452,niche,1
4173,0.047692,0.210629,0.741678,niche,3
4174,0.003413,0.956946,0.039641,mainstream,1
4175,0.003413,0.956946,0.039641,mainstream,1
4176,0.002885,0.086655,0.910459,niche,2
4177,0.002885,0.086655,0.910459,niche,2
4178,0.002449,0.938036,0.059515,mainstream,2
4179,0.001314,0.527857,0.470829,mainstream,1
4180,0.001314,0.527857,0.470829,mainstream,1
4181,0.083186,0.560087,0.356727,mainstream,2
4182,0.287012,0.173753,0.539236,niche,2
4183,0.573402,0.301468,0.125131,pop,1
4184,0.031005,0.417261,0.551735,niche,1
4185,0.147493,0.552708,0.299799,mainstream,2
4186,0.099637,0.783775,0.116588,mainstream,1
4187,0.015014,0.164511,0.820475,niche,1
4188,0.015014,0.164511,0.820475,niche,1
4189,0.002544,0.027023,0.970432,niche,1
4190,0.002544,0.027023,0.970432,niche,1
4191,0.055453,0.934141,0.010405,mainstream,2
4192,0.167129,0.69759,0.13528,mainstream,3
4193,0.015786,0.900889,0.083324,mainstream,1
4194,0.015786,0.900889,0.083324,mainstream,1
4195,0.002292,0.01406,0.983648,niche,1
4196,0.002292,0.01406,0.983648,niche,1
4197,0.01066,0.850169,0.13917,mainstream,2
4198,0.013607,0.705402,0.280991,mainstream,1
4199,0.013607,0.705402,0.280991,mainstream,1
4200,0.001581,0.194828,0.803591,niche,1
4201,0.001581,0.194828,0.803591,niche,1
4202,0.056229,0.801049,0.142722,mainstream,1
4203,0.001033,0.076294,0.922673,niche,1
4204,0.001033,0.076294,0.922673,niche,1
4205,2.1e-05,0.001017,0.998961,niche,1
4206,0.157166,0.245878,0.596956,niche,3
4207,0.080517,0.097153,0.822329,niche,2
4208,0.003643,0.343573,0.652784,niche,2
4209,0.001561,0.987748,0.010691,mainstream,1
4210,0.001561,0.987748,0.010691,mainstream,1
4211,0.004029,0.95111,0.04486,mainstream,2
4212,0.004029,0.95111,0.04486,mainstream,2
4213,0.00013,0.01977,0.9801,niche,1
4214,0.00013,0.01977,0.9801,niche,1
4215,0.005043,0.212333,0.782624,niche,2
4216,0.002989,0.19016,0.806851,niche,1
4217,0.002989,0.19016,0.806851,niche,1
4218,0.914205,0.079399,0.006396,pop,1
4219,0.044575,0.855547,0.099877,mainstream,1
4220,0.000512,0.129529,0.869959,niche,1
4221,0.007366,0.080261,0.912372,niche,4
4222,9.1e-05,0.016552,0.983356,niche,1
4223,0.091715,0.681644,0.226641,mainstream,1
4224,0.068346,0.913881,0.017773,mainstream,1
4225,0.068346,0.913881,0.017773,mainstream,1
4226,0.020546,0.13994,0.839514,niche,1
4227,0.020546,0.13994,0.839514,niche,1
4228,0.012407,0.04777,0.939823,niche,1
4229,0.009034,0.126795,0.864172,niche,1
4230,0.002088,0.032798,0.965113,niche,1
4231,0.150289,0.451756,0.397955,mainstream,1
4232,0.150289,0.451756,0.397955,mainstream,1
4233,0.003913,0.010524,0.985563,niche,5
4234,0.048411,0.558628,0.392961,mainstream,1
4235,0.048411,0.558628,0.392961,mainstream,1
4236,0.032003,0.849198,0.118798,mainstream,3
4237,0.032003,0.849198,0.118798,mainstream,3
4238,0.032541,0.308097,0.659361,niche,3
4239,0.045257,0.407969,0.546774,niche,2
4240,0.000734,0.009992,0.989274,niche,1
4241,0.000877,0.037835,0.961288,niche,1
4242,0.000877,0.037835,0.961288,niche,1
4243,0.035748,0.249983,0.714269,niche,1
4244,0.011944,0.087476,0.90058,niche,3
4245,0.002235,0.105844,0.891921,niche,1
4246,0.001159,0.070592,0.928249,niche,2
4247,0.451656,0.318448,0.229896,pop,2
4248,0.083794,0.811176,0.10503,mainstream,1
4249,0.011012,0.021065,0.967923,niche,1
4250,0.011012,0.021065,0.967923,niche,1
4251,0.00111,0.040522,0.958368,niche,1
4252,0.00111,0.040522,0.958368,niche,1
4253,4.2e-05,0.001878,0.99808,niche,2
4254,4.2e-05,0.001878,0.99808,niche,2
4255,0.001049,0.68553,0.313421,mainstream,1
4256,0.001049,0.68553,0.313421,mainstream,1
4257,0.018475,0.005291,0.976235,niche,1
4258,0.018475,0.005291,0.976235,niche,1
4259,0.000281,0.014665,0.985054,niche,1
4260,0.000281,0.014665,0.985054,niche,1
4261,0.991828,0.007285,0.000886,pop,1
4262,0.991828,0.007285,0.000886,pop,1
4263,0.991828,0.007285,0.000886,pop,1
4264,0.91856,0.066365,0.015075,pop,1
4265,0.772313,0.027694,0.199992,pop,1
4266,0.772313,0.027694,0.199992,pop,1
4267,0.001044,0.84303,0.155926,mainstream,1
4268,0.001044,0.84303,0.155926,mainstream,1
4269,0.02662,0.038807,0.934573,niche,1
4270,0.02662,0.038807,0.934573,niche,1
4271,0.195436,0.18865,0.615914,niche,2
4272,0.004715,0.134762,0.860523,niche,3
4273,0.005964,0.177483,0.816553,niche,2
4274,0.000609,0.014945,0.984446,niche,1
4275,0.010389,0.02102,0.968591,niche,2
4276,0.550329,0.189138,0.260533,pop,2
4277,0.000804,0.268142,0.731054,niche,1
4278,0.042391,0.129512,0.828097,niche,1
4279,0.068253,0.389123,0.542624,niche,1
4280,0.000532,0.32491,0.674558,niche,1
4281,0.000532,0.32491,0.674558,niche,1
4282,0.001325,0.188923,0.809753,niche,1
4283,0.00253,0.754109,0.243361,mainstream,1
4284,0.00253,0.754109,0.243361,mainstream,1
4285,0.388764,0.313634,0.297602,pop,1
4286,0.00312,0.015006,0.981874,niche,1
4287,0.010044,0.280554,0.709402,niche,1
4288,0.000655,0.001753,0.997591,niche,1
4289,0.000571,0.085601,0.913828,niche,2
4290,0.009272,0.887553,0.103176,mainstream,2
4291,0.116581,0.680582,0.202837,mainstream,5
4292,0.004573,0.543212,0.452215,mainstream,4
4293,0.007627,0.983506,0.008867,mainstream,1
4294,0.009454,0.01477,0.975776,niche,2
4295,0.000594,0.815068,0.184338,mainstream,2
4296,0.006433,0.700847,0.29272,mainstream,5
4297,0.000174,0.023069,0.976757,niche,1
4298,0.000174,0.023069,0.976757,niche,1
4299,0.029583,0.90697,0.063447,mainstream,1
4300,0.006709,0.658976,0.334315,mainstream,1
4301,0.002486,0.366898,0.630616,niche,3
4302,0.000213,0.029445,0.970342,niche,2
4303,0.000213,0.029445,0.970342,niche,2
4304,0.030066,0.188007,0.781927,niche,1
4305,0.00125,0.624785,0.373966,mainstream,1
4306,0.008864,0.60157,0.389566,mainstream,4
4307,5.8e-05,0.005617,0.994326,niche,1
4308,5.8e-05,0.005617,0.994326,niche,1
4309,0.000461,0.913007,0.086531,mainstream,1
4310,0.000461,0.913007,0.086531,mainstream,1
4311,0.006956,0.256767,0.736277,niche,1
4312,0.005168,0.396982,0.59785,niche,1
4313,0.005168,0.396982,0.59785,niche,1
4314,0.112113,0.632947,0.254941,mainstream,2
4315,0.067083,0.924603,0.008315,mainstream,2
4316,0.009321,0.740815,0.249863,mainstream,1
4317,0.133487,0.708363,0.158149,mainstream,2
4318,0.062944,0.025636,0.911421,niche,1
4319,0.993839,0.004384,0.001777,pop,1
4320,0.947312,0.048331,0.004357,pop,1
4321,0.005489,0.960988,0.033523,mainstream,1
4322,0.005489,0.960988,0.033523,mainstream,1
4323,0.007992,0.837649,0.154359,mainstream,1
4324,0.007992,0.837649,0.154359,mainstream,1
4325,0.000664,0.941208,0.058129,mainstream,1
4326,0.000664,0.941208,0.058129,mainstream,1
4327,0.010775,0.891981,0.097243,mainstream,1
4328,0.010775,0.891981,0.097243,mainstream,1
4329,0.000558,0.000155,0.999286,niche,1
4330,0.776933,0.168128,0.054939,pop,1
4331,0.004783,0.03941,0.955806,niche,1
4332,0.004783,0.03941,0.955806,niche,1
4333,0.00289,0.027261,0.96985,niche,2
4334,0.000144,0.036237,0.96362,niche,1
4335,0.006232,0.097942,0.895826,niche,3
4336,4.9e-05,0.002741,0.997209,niche,1
4337,0.000327,0.298015,0.701658,niche,4
4338,0.015629,0.218793,0.765578,niche,1
4339,2.2e-05,0.002794,0.997184,niche,1
4340,0.659554,0.309805,0.030641,pop,1
4341,0.00086,0.146752,0.852388,niche,1
4342,0.00086,0.146752,0.852388,niche,1
4343,0.002634,0.984041,0.013324,mainstream,1
4344,0.052892,0.629914,0.317194,mainstream,1
4345,0.114969,0.55211,0.332921,mainstream,7
4346,0.053269,0.801578,0.145153,mainstream,1
4347,0.012116,0.948092,0.039793,mainstream,1
4348,0.012116,0.948092,0.039793,mainstream,1
4349,0.007342,0.985151,0.007506,mainstream,2
4350,0.017744,0.922462,0.059793,mainstream,1
4351,0.017744,0.922462,0.059793,mainstream,1
4352,0.001932,0.085483,0.912585,niche,1
4353,0.953454,0.024028,0.022518,pop,1
4354,0.013282,0.091961,0.894757,niche,1
4355,0.027726,0.854028,0.118246,mainstream,1
4356,0.027726,0.854028,0.118246,mainstream,1
4357,0.001935,0.897908,0.100157,mainstream,1
4358,0.00283,0.545523,0.451647,mainstream,1
4359,0.00711,0.108354,0.884535,niche,1
4360,0.002654,0.50098,0.496366,mainstream,1
4361,0.024861,0.050385,0.924753,niche,1
4362,0.024861,0.050385,0.924753,niche,1
4363,0.005487,0.061054,0.933459,niche,1
4364,0.005487,0.061054,0.933459,niche,1
4365,0.000284,0.068068,0.931648,niche,1
4366,0.000284,0.068068,0.931648,niche,1
4367,0.002388,0.537271,0.460341,mainstream,1
4368,0.010156,0.701973,0.287872,mainstream,2
4369,0.000629,0.71464,0.28473,mainstream,1
4370,0.000629,0.71464,0.28473,mainstream,1
4371,0.000472,0.931475,0.068053,mainstream,1
4372,0.12083,0.509155,0.370014,mainstream,2
4373,0.535255,0.075559,0.389187,pop,2
4374,0.250584,0.038385,0.711031,niche,1
4375,0.004174,0.463873,0.531953,niche,1
4376,0.004174,0.463873,0.531953,niche,1
4377,0.028298,0.048932,0.922771,niche,1
4378,0.028298,0.048932,0.922771,niche,1
4379,0.007264,0.726365,0.26637,mainstream,1
4380,0.007264,0.726365,0.26637,mainstream,1
4381,0.004556,0.056524,0.93892,niche,3
4382,0.066233,0.038339,0.895428,niche,1
4383,0.015033,0.660901,0.324066,mainstream,3
4384,0.100456,0.270485,0.629059,niche,1
4385,0.000139,0.034833,0.965029,niche,1
4386,0.000139,0.034833,0.965029,niche,1
4387,0.001105,0.505084,0.493811,mainstream,1
4388,0.001105,0.505084,0.493811,mainstream,1
4389,0.037316,0.919347,0.043337,mainstream,1
4390,0.009488,0.287715,0.702796,niche,5
4391,0.017909,0.866768,0.115323,mainstream,1
4392,0.027153,0.504039,0.468808,mainstream,1
4393,0.027153,0.504039,0.468808,mainstream,1
4394,0.007397,0.022777,0.969826,niche,1
4395,0.000953,0.234027,0.76502,niche,2
4396,0.498101,0.329943,0.171956,pop,2
4397,0.185617,0.17076,0.643623,niche,2
4398,0.966494,0.018523,0.014983,pop,1
4399,0.966494,0.018523,0.014983,pop,1
4400,0.966494,0.018523,0.014983,pop,1
4401,0.000421,0.022044,0.977536,niche,2
4402,8.1e-05,0.028536,0.971382,niche,1
4403,0.000891,0.020879,0.978229,niche,2
4404,0.011816,0.202758,0.785426,niche,1
4405,0.012115,0.298685,0.689199,niche,4
4406,0.006715,0.486095,0.507189,niche,1
4407,0.006715,0.486095,0.507189,niche,1
4408,0.006962,0.706398,0.28664,mainstream,4
4409,9.9e-05,0.179259,0.820643,niche,1
4410,9.9e-05,0.179259,0.820643,niche,1
4411,6.8e-05,0.053566,0.946366,niche,1
4412,0.001193,0.855715,0.143092,mainstream,1
4413,0.001845,0.32839,0.669765,niche,1
4414,0.000341,0.021658,0.978001,niche,1
