slot_filler_id,title,subtitle_text,source_tag
2905188,Mal'uocchiu,"ambiguity, evil eye, and the language of distress",LOC
2905190,The new world order,"sovereignty, human rights, and the self-determination of peoples",LOC
2905191,Differently literate,"boys, girls, and the schooling of literacy",LOC
2905192,The lesbian idol,"Martina, kd and the consumption of lesbian masculinity",LOC
2905193,Resisting regimes,"myth, memory, and the shaping of a Muslim identity",LOC
2905194,Reclaiming William Morris,"Englishness, sublimity, and the rhetoric of dissent",LOC
2905195,The fourth Gospel and the Jews,"a study in R. Akiba, Esther, and the Gospel of John",LOC
2905196,Decade of transition,"Eisenhower, Kennedy, and the origins of the American-Israeli alliance",LOC
2905197,Globalising democracy,"power, legitimacy, and the interpretation of democratic ideas",LOC
2905198,Double billing,"a young lawyer's tale of greed, sex, lies, and the pursuit of a swivel chair",LOC
2905199,From people's war to people's rule,"insurgency, intervention, and the lessons of Vietnam",LOC
2905200,Cowboys into gentlemen,"Rhodes scholars, Oxford, and the creation of an American elite",LOC
2905201,Stagestruck,"theater, AIDS, and the marketing of gay America",LOC
2905202,Circulation,"Defoe, Dickens, and the economies of the novel",LOC
2905203,At any cost,"Jack Welch, General Electric, and the pursuit of profit",LOC
2905204,Prepare for saints,"Gertrude Stein, Virgil Thomson, and the mainstreaming of American modernism",LOC
2905205,The last mogul,"Lew Wasserman, MCA, and the hidden history of Hollywood",LOC
2905206,Webs of smoke,"smugglers, warlords, spies, and the history of the international drug trade",LOC
2905207,The state of the press in East Malaysia,"a short survey for the South East Asia Press Centre, Kuala Lumpur, and the Press Foundation of Asia",LOC
2905208,Global obscenities,"patriarchy, capitalism, and the lure of cyberfantasy",LOC
2905209,Children of Ezekiel,"aliens, UFOs, the crisis of race, and the advent of end time",LOC
2905210,Flames after midnight,"murder, vengeance, and the desolation of a Texas community",LOC
2905211,Africans abroad,"a documentary history of the Black Diaspora in Asia, Latin America, and the Caribbean during the age of slavery",LOC
2905212,Code of the street,"decency, violence, and the moral life of the inner city",LOC
2905213,Beauvoir and The second sex,"feminism, race, and the origins of existentialism",LOC
2905214,Edmund Spenser in the early eighteenth century,"education, imitation, and the making of a literary model",LOC
2905215,The sharp edge of educational change,"teaching, leading, and the realities of reform",LOC
2905216,Revival in Brownsville,"Pensacola, Pentecostalism, and the power of American revivalism",LOC
2905217,Isle of discord,"nationalism, imperialism, and the making of the Cyprus problem",LOC
2905218,Protestants & pictures,"religion, visual culture and the age of American mass production",LOC
2905219,Reconstituting the body politic,"enlightenment, public culture and the invention of aesthetic autonomy",LOC
2905220,Describing early America,"Bartram, Jefferson, Crèvecoeur, and the rhetoric of natural history",LOC
2905221,The cousins' wars,"religion, politics, and the triumph of Anglo-America",LOC
2905222,Forced founders,"Indians, debtors, slaves, and the making of the American Revolution in Virginia",LOC
2905223,Legends in limestone,"Lazarus, Gislebertus, and the Cathedral of Autun",LOC
2905224,Raising children with character,"parents, trust, and the development of personal integrity",LOC
2905225,Natural aristocracy,"history, ideology, and the production of William Faulkner",LOC
2905227,In earth's company,"business, environment, and the challenge of sustainability",LOC
2905228,"The Highland pipe and Scottish society, 1750-1950","transmission, change and the concept of tradition",LOC
2905229,The Hiram key,"pharaohs, Freemasons, and the discovery of the secret scrolls of Jesus",LOC
2905230,The epiphany of the cross,"or, The kingdom of God on earth and the faith of the church,",LOC
2905231,Wayward Icelanders,"punishment, boundary maintenance, and the creation of crime",LOC
2905232,The color of school reform,"race, politics, and the challenge of urban education",LOC
2905233,Taming the troublesome child,"American families, child guidance, and the limits of psychiatric authority",LOC
2905234,Copyright duration,"duration, term extension, the European Union, and the making of copyright policy",LOC
2905236,Battling for American labor,"wobblies, craft workers, and the making of the union movement",LOC
2905237,Founding friendship,"George Washington, James Madison, and the creation of the American republic",LOC
2905238,Blue dreams,"or, The end of romance and the continued pursuit of happiness",LOC
2905239,Cultures of insecurity,"states, communities, and the production of danger",LOC
2905240,Mourning Diana,"nation, culture, and the performance of grief",LOC
2905241,Family bonds,"adoption, infertility, and the new world of child production",LOC
2905242,The great divergence,"China, Europe, and the making of the modern world economy",LOC
2905243,Passing the keys,"modern cardinals, conclaves, and the election of the next pope",LOC
2905244,Whisper to the black candle,"voodoo, murder, and the case of Anjette Lyles",LOC
2905245,The new jackals,"Ramzi Yousef, Osama Bin Laden and the future of terrorism",LOC
2905246,The change in the weather,"people, weather, and the science of climate",LOC
2905247,Sole influence,"basketball, corporate greed, and the corruption of America's youth",LOC
2905248,Values in sport,"elitism, nationalism, gender equality, and the scientific manufacture of winners",LOC
2905249,Holocaust literature,"Schulz, Levi, Spiegelman and the memory of the offence",LOC
2905250,Riddle of the bones,"politics, science, race, and the story of Kennewick Man",LOC
2905251,Munich and memory,"architecture, monuments, and the legacy of the Third Reich",LOC
2905252,The East Asian development model,"economic growth, institutional failure, and the aftermath of the crisis",LOC
2905253,Herodotus in context,"ethnography, science, and the art of persuasion",LOC
2905254,American tragedy,"Kennedy, Johnson, and the origins of the Vietnam War",LOC
2905255,The constitution of the Presbyterian Church in the United States of America,"containing the confession of faith, the catechisms, the government and discipline, and the directory for the worship of God",LOC
2905256,Enlightened racism,"the Cosby show, audiences, and the myth of the American dream",LOC
2905257,Deliver us from evil,"peacekeepers, warlords, and a world of endless conflict",LOC
2905258,Odd man out,"Truman, Stalin, Mao, and the origins of the Korean War",LOC
2905259,Making Americans,"immigration, race, and the origins of the diverse democracy",LOC
2905260,A thinker's damn,"Audie Murphy, Vietnam, and the making of The quiet American",LOC
2905261,The causes of exclusion,"home, school and the development of young criminals",LOC
2905262,[T]erminator logic,"monsanto, genetic engineering and the future of agriculture",LOC
2905263,Three strikes,"miners, musicians, salesgirls, and the fighting spirit of labor's last century",LOC
2905264,Irrational triumph,"cultural despair, military nationalism, and the ideological origins of Franco's Spain",LOC
2905265,Dracula's crypt,"Bram Stoker, Irishness, and the question of blood",LOC
2905266,A duel of giants,"Bismarck, Napoleon III, and the origins of the Franco-Prussian War",LOC
2905267,Overseers of the poor,"surveillance, resistance, and the limits of privacy",LOC
2905268,Claiming the city,"politics, faith, and the power of place in St. Paul",LOC
2905269,American sensations,"class, empire, and the production of popular culture",LOC
2905270,The Helsinki effect,"international norms, human rights, and the demise of communism",LOC
2905271,Ariel's gift,"Ted Hughes, Sylvia Plath and the story of the Birthday letters",LOC
2905272,Modernism and eugenics,"Woolf, Eliot, Yeats, and the culture of degeneration",LOC
2905273,Rethinking God as gift,"Marion, Derrida, and the limits of phenomenology",LOC
2905274,The vanquished gods,"science, religion, and the nature of belief",LOC
2905275,Waging modern war,"Bosnia, Kosovo, and the future of combat",LOC
2905276,The lure of the edge,"scientific passions, religious beliefs, and the pursuit of UFOs",LOC
2905277,Africanizing anthropology,"fieldwork, networks, and the making of cultural knowledge in central Africa",LOC
2905278,Paranoid modernism,"literary experiment, psychosis, and the professionalization of English society",LOC
2905279,Consuming youth,"vampires, cyborgs, and the culture of consumption",LOC
2905280,Social connections in China,"institutions, culture, and the changing nature of Guanxi",LOC
2905281,The common thread,"mothers, daughters, and the power of empathy",LOC
2905282,Bohemian Paris,"Picasso, Modigliani, Matisse, and the birth of modern art",LOC
2905283,What Eve didn't tell us,"sex, casseroles, and a life of faith",LOC
2905284,Building a people's university in South Africa,"race, compensatory education, and the limits of democratic reform",LOC
2905285,The wizard of Washington,"Emil Hurja, Franklin Roosevelt, and the birth of public opinion polling",LOC
2905286,Is there progress in economics?,"knowledge, truth and the history of economic thought",LOC
2905287,Collective knowledge,"intranets, productivity, and the promise of the knowledge workplace",LOC
2905288,Making paradise,"art, modernity, and the myth of the French Riviera",LOC
2905289,State-society relations in Mexico,"clientelism, neoliberal state reform, and the case of Conasupo",LOC
2905290,Supersymmetry,"squarks, photinos, and the unveiling of the ultimate laws of nature",LOC
2905291,My brother's farm,"reflections on life, farming, and the pleasures of food",LOC
2905292,Ripples from the Zambezi,"passion, entrepreneurship, and the rebirth of local economies",LOC
2905293,The principle of fatherhood,"priority, position, and the role of the male",LOC
2905294,Across the Red River,"Rwanda, Burundi, and the heart of darkness",LOC
2905295,Hip and trivial,"youth culture, book publishing, and the greying of Canadian nationalism",LOC
2905296,Southern trident,"strategy, history, and the rise of Australian naval power",LOC
2905297,Patriot traitors,"Roger Casement, John Amery and the real meaning of treason",LOC
2905298,Education fever,"society, politics, and the pursuit of schooling in South Korea",LOC
2905299,Little Red Riding Hood uncloaked,"sex, morality, and the evolution of a fairy tale",LOC
2905300,A bitter peace,"Washington, Hanoi, and the making of the Paris agreement",LOC
2905301,Japan's policy trap,"dollars, deflation, and the crisis of Japanese finance",LOC
2905302,You must change your life,"poetry, philosophy, and the birth of sense",LOC
2905303,Better a shrew than a sheep,"women, drama, and the culture of jest in early modern England",LOC
2905304,Gandhi's body,"sex, diet, and the politics of nationalism",LOC
2905305,Volatile states,"institutions, policy, and the performance of American state economies",LOC
2905306,Alchemy tried in the fire,"Starkey, Boyle, and the fate of Helmontian chymistry",LOC
2905307,Governing race,"policy, process, and the politics of race",LOC
2905308,The trash phenomenon,"contemporary literature, popular culture, and the making of the American century",LOC
2905309,A blueprint for corporate governance,"strategy, accountability, and the preservation of shareholder value",LOC
2905310,"Pregnant bodies, fertile minds","gender, race, and the schooling of pregnant teens",LOC
2905311,"The sixth and seventh books of Moses,","that is: Moses' magical spirit-art, together with the wonderful arts of the old wise Hebrews, taken from the Mosaic books of the Cabala and the Talmud, for the good of mankind",LOC
2905312,Beyond dichotomies,"histories, identities, cultures, and the challenge of globalization",LOC
2905313,Borrowed words,"translation, imitation, and the making of the nineteenth-century novel in Spain",LOC
2905314,American skin,"pop culture, big business, and the end of white America",LOC
2905315,Capitalism after postmodernism,"neo-conservatism, legitimacy and the theory of public capital",LOC
2905316,"The selling of ""free trade""","NAFTA, Washington, and the subversion of American democracy",LOC
2905317,Executioner's current,"Thomas Edison, George Westinghouse, and the invention of the electric chair",LOC
2905318,What is to be done?,"Leninism, anti-Leninist Marxism and the question of revolution today",LOC
2905319,On sacred grounds,"culture, society, politics, and the formation of the cult of Confucius",LOC
2905320,For all these rights,"business, labor, and the shaping of America's public-private welfare state",LOC
2905321,Pipe dreams,"greed, ego, and the death of Enron",LOC
2905322,The road from Versailles,"Louis XVI, Marie Antoinette, and the fall of the French monarchy",LOC
2905323,Final accounting,"ambition, greed, and the fall of Arthur Andersen",LOC
2905324,Reclaiming class,"women, poverty, and the promise of higher education in America",LOC
2905325,Behind the gates,"life, security, and the pursuit of happiness in fortress America",LOC
2905326,The environmental imagination,"Thoreau, nature writing, and the formation of American culture",LOC
2905327,Natural-born cyborgs,"minds, technologies, and the future of human intelligence",LOC
2905328,Between femininities,"ambivalence, identity, and the education of girls",LOC
2905329,Love and hate in Jamestown,"John Smith, Pocahontas, and the heart of a new nation",LOC
2905330,Forging peace,"intervention, human rights, and the management of media space",LOC
2905331,The greatest game ever played,"Harry Vardon, Francis Ouimet, and the birth of modern golf",LOC
2905332,Breathless,"sound recording, disembodiment, and the transformation of lyrical nostalgia",LOC
2905333,Racializing Jesus,"race, ideology, and the formation of modern biblical scholarship",LOC
2905334,Raising America,"experts, parents, and a century of advice about children",LOC
2905335,Alternatives to litigation,"mediation, arbitration, and the art of dispute resolution",LOC
2905336,The perfect soldier,"special operations, commandos, and the future of U.S. warfare",LOC
2905337,Daughters of the Tharu,"gender, ethnicity, religion, and the education of Nepali girls",LOC
2905338,A different shade of colonialism,"Egypt, Great Britain, and the mastery of the Sudan",LOC
2905339,Refugee manipulation,"war, politics, and the abuse of human suffering",LOC
2905340,The cloaking of power,"Montesquieu, Blackstone, and the rise of judicial activism",LOC
2905341,The peasant and the pen,"men, enterprise, and the recovery of culture in Italian American narrative",LOC
2905342,"White hero, Black beast","racism, sexism, and the mask of masculinity",LOC
2905343,Speculative truth,"Henry Cavendish, natural philosophy, and the rise of modern theoretical science",LOC
2905344,The centre is mine,"Tony Blair, new Labour and the future of electoral politics",LOC
2905345,The secret history of ancient Egypt,"electricity, sonics and the disappearance of an advanced civilisation",LOC
2905346,Battle of the Titans,"Sir Ronald Trotter, Hugh Fletcher, and the rise and fall of Fletcher Challenge",LOC
2905347,The West Indians of Costa Rica,"race, class, and the integration of an ethnic minority",LOC
2905348,Outer & inner space,"Pipilotti Rist, Shirin Neshat, Jane & Louise Wilson, and the history of video art",LOC
2905349,Keeping children safe,"child abuse, child protection and the promotion of welfare",LOC
2905350,Living Islam,"women, religion and the politicization of culture in Turkey",LOC
2905351,Writing off the rural West,"globalization, governments and the transformation of rural communities",LOC
2905352,The ice and the inland,"Mawson, Flynn, and the myth of the frontier",LOC
2905353,The great energy debate,"energy costs, minerals, and the future of the Western Australian economy",LOC
2905354,Rural credit guarantee funds,"best practices, international experiences and the case of the NENA region",LOC
2905355,Welcome to the creative age,"bananas, business and the death of marketing",LOC
2905356,Reservation preservation,"powwow dance, radio, and the inherent dilemma of the preservation process",LOC
2905357,Orienting Arthur Waley,"japonism, orientalism, and the creation of Japanese literature in English",LOC
2905358,Economics as ideology,"Keynes, Laski, Hayek, and the creation of contemporary politics",LOC
2905359,The Swastika and the Eagle,"Hitler, the United States, and the origins of World War II,",LOC
2905360,Deals of the century,"Wall Street, mergers, and the making of modern America",LOC
2905361,Higher ground,"Stevie Wonder, Aretha Franklin, Curtis Mayfield, and the rise and fall of American soul",LOC
2905362,White men on race,"power, privilege, and the shaping of cultural consciousness",LOC
2905363,Second founding,"New York City, Reconstruction and the making of American Democracy",LOC
2905364,This great battlefield of Shiloh,"history, memory, and the establishment of a Civil War national military park",LOC
2905365,Shea butter republic,"state power, global markets, and the making of an indigenous commodity",LOC
2905366,Languages of belonging,"Islam, regional identity, and the making of Kashmir",LOC
2905367,Chemical consequences,"environmental mutagens, scientist activism, and the rise of genetic toxicology",LOC
2905368,Conserving cultures,"technology, globalization, and the future of local cultures",LOC
2905369,"Austin, cleared for takeoff","aviators, businessmen, and the growth of an American city",LOC
2905370,Saddam's war of words,"politics, religion, and the Iraqi invasion of Kuwait",LOC
2905371,The Charnley House,"Louis Sullivan, Frank Lloyd Wright, and the making of Chicago's gold coast",LOC
2905372,The master workman,"or, The gifts of God and the fruits of labor",LOC
2905373,What's next?,"God, Israel, and the future of Iraq",LOC
2905374,Rituals of literature,"Joyce, Dante, Aquinas, and the tradition of Christian epics",LOC
2905375,Elusive citizenship,"immigration, Asian Americans, and the paradox of civil rights",LOC
2905376,Exploring other worlds,"Margaret Fox, Elisha Kent Kane, and the antebellum culture of curiosity",LOC
2905377,Harper's wireless book,"how to use wireless electricity in telegraphing, telephoning and the transmission of power,",LOC
2905378,Castles of steel,"Britain, Germany, and the winning of the Great War at sea",LOC
2905379,Constructing ethnopolitics in the Soviet Union,"samizdat, deprivation and the rise of ethnic nationalism",LOC
2905380,A nationality of her own,"women, marriage, and the law of citizenship",LOC
2905381,How long this road,"race, religion, and the legacy of C. Eric Lincoln",LOC
2905382,Radio for everybody,"being a popular guide to practical radio-phone reception and transmission and to the dot-and-dash reception and transmission of the radio telegraph, for the layman who wants to apply radio for his pleasure and profit without going into the special theories and the intricacies of the art",LOC
2905383,Stealing time,"Steve Case, Jerry Levin, and the collapse of AOL Time Warner",LOC
2905384,Windows and mirrors,"interaction design, digital art, and the myth of transparency",LOC
2905385,England's internal colonies,"class, capital, and the literature of early modern English colonialism",LOC
2905386,The accidental republic,"crippled workingmen, destitute widows, and the remaking of American law",LOC
2905387,"Will, imagination, & reason","Babbitt, Croce, and the problem of reality",LOC
2905388,Agents of atrocity,"leaders, followers, and the violation of human rights in civil war",LOC
2905389,Down and dirty pictures,"Miramax, Sundance, and the rise of independent film",LOC
2905390,Beyond measure,"modern physics, philosophy, and the meaning of quantum theory",LOC
2905391,A man's guide to a civilized divorce,"how to divorce with grace, a little class, and a lot of common sense",LOC
2905392,The courage to be Catholic,"crisis, reform, and the future of the Church",LOC
2905393,A new Kashmir,"religion, education and the roots of social disintegration",LOC
2905394,Velocities of zero,"conquest, colonization, and the destruction of cultures",LOC
2905395,Health and profit,"as found in the hilly pine region of Georgia & South Carolina. Together with an account of its horticultural, agricultural, and manufacturing resources, and the topography, geology, botany, and climatology of the region",LOC
2905396,The party's over,"oil, war and the fate of industrial societies",LOC
2905397,Broken dreams,"vanity, greed and the souring of British football",LOC
2905398,Narratives at work,"women, men, and unionization, and the fashioning of identities",LOC
2905399,Patterns of behavior,"Konrad Lorenz, Niko Tinbergen, and the founding of ethology",LOC
2905400,"The Pennsylvania Academy of the Fine Arts and other collections of Philadelphia,","including the Pennsylvania Museum, the Wilstach Collection, and the collections of Independence Hall and the Historical Society of Pennsylvania",LOC
2905401,Beyond paradise and power,"Europe, America, and the future of a troubled partnership",LOC
2905402,Men of tomorrow,"geeks, gangsters, and the birth of the comic book",LOC
2905403,Promises to keep,"technology, law, and the future of entertainment",LOC
2905404,Revolt of the white athlete,"race, media and the emergence of extreme athletes in America",LOC
2905405,Literature through film,"realism, magic, and the art of adaptation",LOC
2905406,Charitable words,"women, philanthropy, and the language of charity in nineteenth-century Dublin",LOC
2905407,Father hunger,"fathers, daughters, and the pursuit of thinness",LOC
2905408,The symbolic Jesus,"historical scholarship, Judaism and the construction of contemporary identity",LOC
2905409,Windows on the workplace,"technology, jobs, and the organization of office work",LOC
2905410,Democracy and war,"institutions, norms, and the evolution of international conflict",LOC
2905411,From neuroscience to neurology,"neuroscience, molecular medicine, and the therapeutic transformation of neurology",LOC
2905412,Hawthorne's shyness,"ethics, politics, and the question of engagement",LOC
2905413,Birthing the nation,"sex, science, and the conception of eighteenth-century Britons",LOC
2905414,The Viagra ad venture,"masculinity, marketing, and the performance of sexual health",LOC
2905415,The China mystique,"Pearl S. Buck, Anna May Wong, Mayling Soong, and the transformation of American Orientalism",LOC
2905416,"Holding yin, embracing yang","three Taoist classics on meditation, breath regulation, sexual yoga, and the circulation of internal energy",LOC
2905417,(Re)Writing craft,"composition, creative writing, and the future of English studies",LOC
2905418,The line which separates,"race, gender, and the making of the Alberta-Montana borderlands",LOC
2905419,Reef madness,"Charles Darwin, Alexander Agassiz, and the meaning of coral",LOC
2905420,When IVF fails,"feminism, infertility, and the negotiation of normality",LOC
2905421,Ghosts of Mississippi,"the murder of Medgar Evers, the trials of Byron de la Beckwith, and the haunting of the new South",LOC
2905422,The Tyng case,"a narrative, together with the judgment of the court and the admonition, by the Bishop of New York",LOC
2905423,Stealing history,"tomb raiders, smugglers, and the looting of the ancient world",LOC
2905424,Chairman of the Fed,"William McChesney Martin, Jr., and the creation of the modern American financial system",LOC
2905425,Linking the Americas,"race, hybrid discourses, and the reformulation of feminine identity",LOC
2905426,The grand slam,"Bobby Jones, America, and the story of golf",LOC
2905427,A promise fulfilled,"Theodor Herzl, Chaim Weitzmann, and David Ben-Gurion, and the creation of the state of Israel",LOC
2905428,Puzzles of the democratic peace,"theory, geopolitics, and the transformation of world politics",LOC
2905429,The Maecenas and the madrigalist,"patrons, patronage, and the origins of the Italian madrigal",LOC
2905430,International relations in uncommon places,"indigeneity, cosmology, and the limits of international theory",LOC
2905431,Golf links,"Chay Burgess, Francis Ouimet, and the bringing of golf to America",LOC
2905432,Historical studies of writing program administration,"individuals, communities, and the formation of a discipline",LOC
2905433,The gospel of Philip,"Jesus, Mary Magdalene, and the gnosis of sacred union",LOC
2905435,The appeal of internal review,"law, administrative justice, and the (non-) emergence of disputes",LOC
2905436,Offending behaviour,"moral reasoning, criminal conduct and the rehabilitation of offenders",LOC
2905437,The myth of 1648,"class, geopolitics, and the making of modern international relations",LOC
2905438,Uncontrolled breeding,"or, Fecundity versus civilization; a contribution to the study of over-population as the cause of war and the chief obstacle to the emancipation of women,",LOC
2905439,Uncommon readers,"Denis Donoghue, Frank Kermode, George Steiner and the tradition of the common reader",LOC
2905440,McKinsey's Marvin Bower,"vision, leadership, and the creation of management consulting",LOC
2905441,Aerospace design,"aircraft, spacecraft, and the art of modern flight",LOC
2905442,The Nigerian economy,"growth, productivity and the role of monetary policy",LOC
2905443,The founding moment,"church, society and the construction of Trinity College",LOC
2905444,Gene traders,"biotechnology, world trade, and the globalization of hunger",LOC
2905445,Getting the most out of our diamonds,"Namibia, De Beers and the arrival of Lev Leviev",LOC
2905446,"Trouble on ""the endless frontier""","science, invention, and the erosion of the technological commons",LOC
2905447,Forbidden history,"prehistoric technologies, extraterrestrial intervention, and the suppressed origins of civilization",LOC
2905448,A summer bright and terrible,"Winston Churchill, Lord Dowding, radar, and the impossible triumph of the Battle of Britain",LOC
2905449,Berlin Alexanderplatz,"radio, film, and the death of Weimar culture",LOC
2905450,Encountering the Dharma,"Daisaku Ikeda, Soka Gakkai, and the globalization of Buddhist humanism",LOC
2905451,Traditional medicine in modern China,"science, nationalism, and the tensions of cultural change",LOC
2905452,Tax administration,"IRS' audit and criminal enforcement rates for individual taxpayers across the country : report to the Honorable Harold E. Ford, Jr. and the Honorable Henry A. Waxman, House of Representatives",LOC
2905453,New world empire,"civil Islam, terrorism, and the making of neoglobalism",LOC
2905454,The first Wall Street,"Chestnut Street, Philadelphia, and the birth of American finance",LOC
2905455,Two dreams in one bed,"empire, social life, and the origins of the North Korean revolution in Manchuria",LOC
2905456,"Annals of Glasgow,","comprising an account of the public buildings, charities, and the rise and progress of the city",LOC
2905457,Mirage,"power, politics, and the hidden history of Arabian oil",LOC
2905458,Controlling the weapons of war,"politics, persuasion and the prohibition of inhumanity",LOC
2905459,The new old economy,"networks, institutions, and the organizational transformation of American manufacturing",LOC
2905460,Imagining the present,"context, content, and the role of the critic",LOC
2905461,A place in history,"modernism, Tel Aviv, and the creation of Jewish urban space",LOC
2905462,1973 nervous breakdown,"Watergate, Warhol, and the birth of post-sixties America",LOC
2905463,The spell of Italy,"vacation, magic, and the attraction of Goethe",LOC
2905464,Ivory towers and nationalist minds,"universities, leadership, and the development of the American state",LOC
2905465,"Founding fathers, secret societies","Freemasons, Illuminati, Rosicrucians, and the decoding of the Great Seal",LOC
2905466,Not working,"Latina immigrants, low-wage jobs, and the failure of welfare reform",LOC
2905467,Jesus among her children,"Q, eschatology, and the construction of Christian origins",LOC
2905468,Murder on Maryland's Eastern Shore,"race, politics and the case of Orphan Jones",LOC
2905469,Putnam camp,"Sigmund Freud, James Jackson Putnam, and the purpose of American psychology",LOC
2905470,Innocent women and children,"gender, norms and the protection of civilians",LOC
2905471,Delusions of intelligence,"Enigma, Ultra and the end of secure ciphers",LOC
2905472,Returning to Irigaray,"feminist philosophy, politics, and the question of unity",LOC
2905473,The prince of the city,"Giuliani, New York, and the genius of American life",LOC
2905474,American shogun,"General MacArthur, Emperor Hirohito and the drama of modern Japan",LOC
2905475,The rivalry,"Bill Russell, Wilt Chamberlain, and the golden age of basketball",LOC
2905476,The failure of the founding fathers,"Jefferson, Marshall, and the rise of presidential democracy",LOC
2905477,Unbounded wholeness,"Dzogchen, Bon, and the logic of the nonconceptual",LOC
2905478,Nietzsche's dancers,"Isadora Duncan, Martha Graham, and the revaluation of Christian values",LOC
2905479,The economy of prestige,"prizes, awards, and the circulation of cultural value",LOC
2905480,To build and be built,"landscape, literature, and the construction of Zionist identity",LOC
2905481,Mortgaging the earth,"the World Bank, environmental impoverishment, and the crisis of development",LOC
2905482,The merchant of power,"Samuel Insull, Thomas Edison, and the creation of the modern metropolis",LOC
2905483,Street smart,"competition, entrepreneurship, and the future of roads",LOC
2905484,The winds of change,"climate, weather, and the destruction of civilizations",LOC
2905485,The princess & the patriot,"Ekaterina Dashkova, Benjamin Franklin, and the Age of Enlightenment",LOC
2905486,"Carriage of Goods by Sea Act, 1924","with notes, appendices containing all Dominion and colonial statutes, and a commentary upon private international law as to carriage of goods",LOC
2905487,Quantum investing,"quantum physics, nanotechnology, and the future of the stock market",LOC
2905488,Jamaican volunteers in the First World War,"race, masculinity and the development of national consciousness",LOC
2905489,The dream life,"movies, media, and the mythology of the sixties",LOC
2905490,The great game of genocide,"imperialism, nationalism, and the destruction of the Ottoman Armenians",LOC
2905491,The Epistle of Barnabas and the Deuteronomic tradition,"polemics, paraenesis, and the legacy of the golden-calf incident",LOC
2905492,Uncertain vision,"Birt, Dyke and the reinvention of the BBC",LOC
2905493,Reluctant saviour,"Australia, Indonesia, and the independence of East Timor",LOC
2905494,Disorientation,"France, Vietnam, and the ambivalence of interculturality",LOC
2905495,Australian current law 1963-1967,"Classified and concise information of all cases in all regulations, rules and gazettals of general importance of all states and the Commonwealth of Australia",LOC
2905496,Emperor Francis Joseph,"life, death and the fall of the Hapsburg Empire",LOC
2905497,China before China,"Johan Gunnar Andersson, Ding Wenjiang, and the discovery of China's prehistory",LOC
2905498,I'm all in,"high stakes, big business, and the birth of the World Poker Tour",LOC
2905499,Roving Mars,"Spirit, Opportunity, and the exploration of the red planet",LOC
2905500,Ancient privileges,"Beowulf, law and the making of Germanic antiquity",LOC
2905501,The cosmopolitan evolution,"travel, travel narratives, and the revolution of the eighteenth century European consciousness",LOC
2905502,Lord of the cosmos,"Mithras, Paul, and the gospel of Mark",LOC
2905503,The conquest of nature,"water, landscape, and the making of modern Germany",LOC
2905504,The first cold warrior,"Harry Truman, containment, and the remaking of liberal internationalism",LOC
2905505,Cultural conundrums,"gender, race, nation, and the making of Caribbean cultural politics",LOC
2905506,Qualitative complexity,"ecology, cognitive processes and the re-emergence of structures in post-humanist social theory",LOC
2905507,Rejuvenile,"cupcakes, cartoons, kickball, and the reinvention of the American grownup",LOC
2905508,Economics of business,"a practical treatise covering the organization of society, the development of economic organization, modern economic organization, and the principles of economics,",LOC
2905509,Domesticating the Reformation,"Protestant best sellers, private devotion, and the revolution of English piety",LOC
2905510,A most damnable invention,"dynamite, nitrates, and the making of the modern world",LOC
2905511,Transforming environmentalism,"Warren county, PCBS, and the origins of environmental justice",LOC
2905512,The belated witness,"literature, testimony, and the question of Holocaust survival",LOC
2905513,Tracking trash,"flotsam, jetsam, and the science of ocean motion",LOC
2905514,Privileged places,"race, residence, and the structure of opportunity",LOC
2905515,Shopping for bombs,"nuclear proliferation, global insecurity, and the rise and fall of the A.Q. Khan network",LOC
2905516,Cuba represent!,"Cuban arts, state power, and the making of new revolutionary cultures",LOC
2905517,After images,"photography, archaeology, and psychoanalysis and the tradition of Bildung",LOC
2905518,The beautiful cigar girl,"Mary Rogers, Edgar Allan Poe, and the invention of murder",LOC
2905519,The emergence of détente in Europe,"Brandt, Kennedy and the formation of Ostpolitik",LOC
2905520,In the wake of slavery,"Civil War, Civil Rights, and the reconstruction of Southern law",LOC
2905521,The art of power,"Machiavelli, Nietzsche, and the making of aesthetic political theory",LOC
2905522,The women writers in Schiller's Horen,"patrons, petticoats, and the promotion of Weimar classicism",LOC
2905523,Malevolent neutrality,"the United States, Great Britain, and the origins of the Spanish Civil War",LOC
2905524,Pathologies of modern space,"empty space, urban anxiety, and the recovery of the public self",LOC
2905525,The international political thought of Carl Schmitt,"terror, liberal war and the crisis of global order",LOC
2905526,Right to be hostile,"schools, prisons, and the making of public enemies",LOC
2905527,Chains,"David, Canova, and the fall of the public hero in postrevolutionary France",LOC
2905528,The radical and the Republican,"Frederick Douglass, Abraham Lincoln, and the triumph of antislavery politics",LOC
2905529,White ethnic New York,"Jews, Catholics, and the shaping of postwar politics",LOC
2905530,The last three miles,"politics, murder, and the construction of America's first superhighway",LOC
2905531,The DeShaney case,"child abuse, family rights, and the dilemma of state intervention",LOC
2905532,"Earthen walls, iron men","Fort DeRussy, Louisiana, and the defense of Red River",LOC
2905533,Unholy terror,"Bosnia, al-Qa'ida, and the rise of global jihad",LOC
2905534,Emerson's ghosts,"literature, politics, and the making of Americanists",LOC
2905535,Corporate scandals,"the many faces of greed : the great heist, financial bubbles and the absence of virtue",LOC
2905536,The ravaging tide,"strange weather, future Katrinas, and the coming death of America's coastal cities",LOC
