slot_type,tier,filler,display_filler,probability,log_probability,soft_count,prior_count,evidence_count,source_count,anchored_source_count,inferred_source_count,anchored_soft_count,inferred_soft_count,teacher_confidence_mean,frequency,popularity_score,semantic_smoothing_mass,calibration_temperature,artifact_version
list_item,pop,david simon,David Simon,0.000139917927083,-8.87445454238,0.061186483001,0.5,0.561186483001,1,0,1,0,0.061186483001,,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,david simon,David Simon,0.00011259981267,-9.09167050594,0.1611091135,0.5,0.6611091135,1,0,1,0,0.1611091135,,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,niche,david simon,David Simon,0.000114424457353,-9.07559571382,0.777704403499,0.5,1.2777044035,1,0,1,0,0.777704403499,,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,pop,monsoon rains,Monsoon Rains,0.000170976598917,-8.67398385926,0.185757416667,0.5,0.685757416667,2,0,2,0,0.185757416667,,2,,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,monsoon rains,Monsoon Rains,0.000134760525347,-8.91201124104,0.291221666667,0.5,0.791221666667,2,0,2,0,0.291221666667,,2,,0,1,tier_slot_filler_distribution_v1
list_item,niche,monsoon rains,Monsoon Rains,0.000181171067399,-8.61606884929,1.52302091667,0.5,2.02302091667,2,0,2,0,1.52302091667,,2,,0,1,tier_slot_filler_distribution_v1
list_item,pop,great rivers,Great Rivers,0.000170976598917,-8.67398385926,0.185757416667,0.5,0.685757416667,2,0,2,0,0.185757416667,,2,,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,great rivers,Great Rivers,0.000134760525347,-8.91201124104,0.291221666667,0.5,0.791221666667,2,0,2,0,0.291221666667,,2,,0,1,tier_slot_filler_distribution_v1
list_item,niche,great rivers,Great Rivers,0.000181171067399,-8.61606884929,1.52302091667,0.5,2.02302091667,2,0,2,0,1.52302091667,,2,,0,1,tier_slot_filler_distribution_v1
list_item,pop,scottish whigs,Scottish Whigs,0.000136986049603,-8.89563146503,0.0494272320912,0.5,0.549427232091,1,0,1,0,0.0494272320912,,1,0.248376286666,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,scottish whigs,Scottish Whigs,0.000120714959228,-9.02207850027,0.208755705621,0.5,0.708755705621,1,0,1,0,0.208755705621,,1,0.248376286666,0,1,tier_slot_filler_distribution_v1
list_item,niche,scottish whigs,Scottish Whigs,0.000111210576636,-9.10408506704,0.741817062288,0.5,1.24181706229,1,0,1,0,0.741817062288,,1,0.248376286666,0,1,tier_slot_filler_distribution_v1
list_item,pop,english radicals,English Radicals,0.000136986049603,-8.89563146503,0.0494272320912,0.5,0.549427232091,1,0,1,0,0.0494272320912,,1,0.248376286666,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,english radicals,English Radicals,0.000120714959228,-9.02207850027,0.208755705621,0.5,0.708755705621,1,0,1,0,0.208755705621,,1,0.248376286666,0,1,tier_slot_filler_distribution_v1
list_item,niche,english radicals,English Radicals,0.000111210576636,-9.10408506704,0.741817062288,0.5,1.24181706229,1,0,1,0,0.741817062288,,1,0.248376286666,0,1,tier_slot_filler_distribution_v1
list_item,pop,armed squads,Armed Squads,0.000133896902038,-8.91844044192,0.0370371982053,0.5,0.537037198205,2,0,2,0,0.0370371982053,0.98,2,0.118542603381,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,armed squads,Armed Squads,9.43315845806e-05,-9.26869448718,0.0538505684737,0.5,0.553850568474,2,0,2,0,0.0538505684737,0.98,2,0.118542603381,0,1,tier_slot_filler_distribution_v1
list_item,niche,armed squads,Armed Squads,0.000215747366327,-8.44140243513,1.90911223332,0.5,2.40911223332,2,1,1,0.98,0.929112233321,0.98,2,0.118542603381,0,1,tier_slot_filler_distribution_v1
list_item,pop,political violence,Political Violence,0.00014927733238,-8.80970469094,0.0987254306606,0.5,0.598725430661,3,0,3,0,0.0987254306606,0.98,3,0.118542603381,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,political violence,Political Violence,0.000115424244731,-9.06689613297,0.177692247449,0.5,0.677692247449,3,0,3,0,0.177692247449,0.98,3,0.118542603381,0,1,tier_slot_filler_distribution_v1
list_item,niche,political violence,Political Violence,0.000288687005307,-8.15016748337,2.72358232189,0.5,3.22358232189,3,1,2,0.98,1.74358232189,0.98,3,0.118542603381,0,1,tier_slot_filler_distribution_v1
list_item,pop,protein machines,Protein Machines,0.000177765682315,-8.63504426637,0.21298725,0.5,0.71298725,1,0,1,0,0.21298725,,1,,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,protein machines,Protein Machines,0.000107817305281,-9.13507238101,0.1330295,0.5,0.6330295,1,0,1,0,0.1330295,,1,,0,1,tier_slot_filler_distribution_v1
list_item,niche,protein machines,Protein Machines,0.000103344644359,-9.17744109361,0.65398325,0.5,1.15398325,1,0,1,0,0.65398325,,1,,0,1,tier_slot_filler_distribution_v1
list_item,pop,reds,Reds,0.000171165694949,-8.6728784943,0.18651584798,0.5,0.68651584798,1,0,1,0,0.18651584798,,1,0.163501264891,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,reds,Reds,0.000141701707601,-8.86178636052,0.331975543051,0.5,0.831975543051,1,0,1,0,0.331975543051,,1,0.163501264891,0,1,tier_slot_filler_distribution_v1
list_item,niche,reds,Reds,8.78987265447e-05,-9.33932524092,0.481508608969,0.5,0.981508608969,1,0,1,0,0.481508608969,,1,0.163501264891,0,1,tier_slot_filler_distribution_v1
list_item,pop,greys,Greys,0.000171165694949,-8.6728784943,0.18651584798,0.5,0.68651584798,1,0,1,0,0.18651584798,,1,0.163501264891,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,greys,Greys,0.000141701707601,-8.86178636052,0.331975543051,0.5,0.831975543051,1,0,1,0,0.331975543051,,1,0.163501264891,0,1,tier_slot_filler_distribution_v1
list_item,niche,greys,Greys,8.78987265447e-05,-9.33932524092,0.481508608969,0.5,0.981508608969,1,0,1,0,0.481508608969,,1,0.163501264891,0,1,tier_slot_filler_distribution_v1
list_item,pop,david hartman,David Hartman,0.00012547799866,-8.98338012424,0.00327044025157,0.5,0.503270440252,1,0,1,0,0.00327044025157,0.98,1,0.188282202472,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,david hartman,David Hartman,8.80091507445e-05,-9.33806976316,0.0167295597484,0.5,0.516729559748,1,0,1,0,0.0167295597484,0.98,1,0.188282202472,0,1,tier_slot_filler_distribution_v1
list_item,niche,david hartman,David Hartman,0.00013254098242,-8.92861865908,0.98,0.5,1.48,1,1,0,0.98,0,0.98,1,0.188282202472,0,1,tier_slot_filler_distribution_v1
list_item,pop,jonathan sacks,Jonathan Sacks,0.00012547799866,-8.98338012424,0.00327044025157,0.5,0.503270440252,1,0,1,0,0.00327044025157,0.98,1,0.188282202472,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,jonathan sacks,Jonathan Sacks,8.80091507445e-05,-9.33806976316,0.0167295597484,0.5,0.516729559748,1,0,1,0,0.0167295597484,0.98,1,0.188282202472,0,1,tier_slot_filler_distribution_v1
list_item,niche,jonathan sacks,Jonathan Sacks,0.00013254098242,-8.92861865908,0.98,0.5,1.48,1,1,0,0.98,0,0.98,1,0.188282202472,0,1,tier_slot_filler_distribution_v1
list_item,pop,redemption,Redemption,0.000181059587289,-8.61668436933,0.226198530259,0.5,0.726198530259,2,0,2,0,0.226198530259,,2,0.0667879383587,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,redemption,Redemption,0.00023153771418,-8.37076778548,0.859431151208,0.5,1.35943115121,2,0,2,0,0.859431151208,,2,0.0667879383587,0,1,tier_slot_filler_distribution_v1
list_item,niche,redemption,Redemption,0.000126663534813,-8.97397631938,0.914370318534,0.5,1.41437031853,2,0,2,0,0.914370318534,,2,0.0667879383587,0,1,tier_slot_filler_distribution_v1
list_item,pop,jürgen klopp,Jürgen Klopp,0.000133632030065,-8.9204205796,0.0359748427673,0.5,0.535974842767,1,0,1,0,0.0359748427673,0.78,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,jürgen klopp,Jürgen Klopp,0.000116502863133,-9.05759470902,0.184025157233,0.5,0.684025157233,1,0,1,0,0.184025157233,0.78,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,niche,jürgen klopp,Jürgen Klopp,0.00011463003885,-9.07380066893,0.78,0.5,1.28,1,1,0,0.78,0,0.78,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,pop,liverpool,Liverpool,0.000133632030065,-8.9204205796,0.0359748427673,0.5,0.535974842767,1,0,1,0,0.0359748427673,0.78,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,liverpool,Liverpool,0.000116502863133,-9.05759470902,0.184025157233,0.5,0.684025157233,1,0,1,0,0.184025157233,0.78,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,niche,liverpool,Liverpool,0.00011463003885,-9.07380066893,0.78,0.5,1.28,1,1,0,0.78,0,0.78,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,pop,apis,APIs,0.000138577231145,-8.88408276216,0.0558091846509,0.5,0.555809184651,1,0,1,0,0.0558091846509,,1,0,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,apis,APIs,0.000107597459149,-9.13711352437,0.131738713823,0.5,0.631738713823,1,0,1,0,0.131738713823,,1,0,0,1,tier_slot_filler_distribution_v1
list_item,niche,apis,APIs,0.000117536277645,-9.04876352611,0.812452101526,0.5,1.31245210153,1,0,1,0,0.812452101526,,1,0,0,1,tier_slot_filler_distribution_v1
list_item,pop,optionality,Optionality,0.000138577231145,-8.88408276216,0.0558091846509,0.5,0.555809184651,1,0,1,0,0.0558091846509,,1,0,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,optionality,Optionality,0.000107597459149,-9.13711352437,0.131738713823,0.5,0.631738713823,1,0,1,0,0.131738713823,,1,0,0,1,tier_slot_filler_distribution_v1
list_item,niche,optionality,Optionality,0.000117536277645,-9.04876352611,0.812452101526,0.5,1.31245210153,1,0,1,0,0.812452101526,,1,0,0,1,tier_slot_filler_distribution_v1
list_item,pop,burial,Burial,0.000143954056586,-8.84601636078,0.0773746968215,0.5,0.577374696822,2,0,2,0,0.0773746968215,0.95,2,0.189001355655,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,burial,Burial,0.000138375515138,-8.88553944418,0.312446415087,0.5,0.812446415087,2,0,2,0,0.312446415087,0.95,2,0.189001355655,0,1,tier_slot_filler_distribution_v1
list_item,niche,burial,Burial,0.000188976474939,-8.57388802188,1.61017888809,0.5,2.11017888809,2,1,1,0.95,0.660178888092,0.95,2,0.189001355655,0,1,tier_slot_filler_distribution_v1
list_item,pop,ancestral politics,Ancestral Politics,0.000126701103371,-8.97367976214,0.00817610062893,0.5,0.508176100629,1,0,1,0,0.00817610062893,0.95,1,0.156503327965,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,ancestral politics,Ancestral Politics,9.22832076027e-05,-9.29064836581,0.0418238993711,0.5,0.541823899371,1,0,1,0,0.0418238993711,0.95,1,0.156503327965,0,1,tier_slot_filler_distribution_v1
list_item,niche,ancestral politics,Ancestral Politics,0.000129854340884,-8.94909719042,0.95,0.5,1.45,1,1,0,0.95,0,0.95,1,0.156503327965,0,1,tier_slot_filler_distribution_v1
list_item,pop,attire,Attire,0.00016606298116,-8.70314343698,0.16604975,0.5,0.66604975,1,0,1,0,0.16604975,,1,0.201380314681,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,attire,Attire,0.000112541586629,-9.0921877457,0.16076725,0.5,0.66076725,1,0,1,0,0.16076725,,1,0.201380314681,0,1,tier_slot_filler_distribution_v1
list_item,niche,attire,Attire,0.000105064072553,-9.16094017912,0.673183,0.5,1.173183,1,0,1,0,0.673183,,1,0.201380314681,0,1,tier_slot_filler_distribution_v1
list_item,pop,etiquette,Etiquette,0.00016606298116,-8.70314343698,0.16604975,0.5,0.66604975,1,0,1,0,0.16604975,,1,0.201380314681,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,etiquette,Etiquette,0.000112541586629,-9.0921877457,0.16076725,0.5,0.66076725,1,0,1,0,0.16076725,,1,0.201380314681,0,1,tier_slot_filler_distribution_v1
list_item,niche,etiquette,Etiquette,0.000105064072553,-9.16094017912,0.673183,0.5,1.173183,1,0,1,0,0.673183,,1,0.201380314681,0,1,tier_slot_filler_distribution_v1
list_item,pop,cannabis legalization,Cannabis Legalization,0.000178261457514,-8.63225922296,0.21497571814,0.5,0.71497571814,1,0,1,0,0.21497571814,,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,cannabis legalization,Cannabis Legalization,0.000100602009528,-9.20433832507,0.0906662165618,0.5,0.590666216562,1,0,1,0,0.0906662165618,,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,niche,cannabis legalization,Cannabis Legalization,0.000106960399551,-9.14305188966,0.694358065298,0.5,1.1943580653,1,0,1,0,0.694358065298,,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,pop,racial capitalism,Racial Capitalism,0.000178261457514,-8.63225922296,0.21497571814,0.5,0.71497571814,1,0,1,0,0.21497571814,,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,racial capitalism,Racial Capitalism,0.000100602009528,-9.20433832507,0.0906662165618,0.5,0.590666216562,1,0,1,0,0.0906662165618,,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,niche,racial capitalism,Racial Capitalism,0.000106960399551,-9.14305188966,0.694358065298,0.5,1.1943580653,1,0,1,0,0.694358065298,,1,0.133575876717,0,1,tier_slot_filler_distribution_v1
list_item,pop,evolutionary psychology,Evolutionary Psychology,0.000161431089355,-8.73143219766,0.147472037152,0.5,0.647472037152,1,0,1,0,0.147472037152,,1,0,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,evolutionary psychology,Evolutionary Psychology,9.23721353174e-05,-9.28968519063,0.0423460221103,0.5,0.54234602211,1,0,1,0,0.0423460221103,,1,0,0,1,tier_slot_filler_distribution_v1
list_item,niche,evolutionary psychology,Evolutionary Psychology,0.000117332974037,-9.05049473323,0.810181940738,0.5,1.31018194074,1,0,1,0,0.810181940738,,1,0,0,1,tier_slot_filler_distribution_v1
list_item,pop,kings,Kings,0.00016961236159,-8.68199495053,0.1802856979,0.5,0.6802856979,3,0,3,0,0.1802856979,0.855,3,0.224504368792,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,kings,Kings,0.000272780775563,-8.20684210529,1.10158220904,0.5,1.60158220904,3,1,2,0.74,0.361582209036,0.855,3,0.224504368792,0,1,tier_slot_filler_distribution_v1
list_item,niche,kings,Kings,0.000198644193751,-8.52399530467,1.71813209306,0.5,2.21813209306,3,1,2,0.97,0.748132093064,0.855,3,0.224504368792,0,1,tier_slot_filler_distribution_v1
list_item,pop,temples,Temples,0.000143138653446,-8.85169679295,0.07410425657,0.5,0.57410425657,2,0,2,0,0.07410425657,0.97,2,0.110749691673,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,temples,Temples,0.000135526143899,-8.90634599235,0.295716855338,0.5,0.795716855338,2,0,2,0,0.295716855338,0.97,2,0.110749691673,0,1,tier_slot_filler_distribution_v1
list_item,niche,temples,Temples,0.000190767569296,-8.56445478564,1.63017888809,0.5,2.13017888809,2,1,1,0.97,0.660178888092,0.97,2,0.110749691673,0,1,tier_slot_filler_distribution_v1
list_item,pop,secularization,Secularization,0.000162254601199,-8.72634384408,0.150775,0.5,0.650775,1,0,1,0,0.150775,,1,0.201380314681,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,secularization,Secularization,0.000139107477905,-8.88026370128,0.316744,0.5,0.816744,1,0,1,0,0.316744,,1,0.201380314681,0,1,tier_slot_filler_distribution_v1
list_item,niche,secularization,Secularization,9.24635446417e-05,-9.28869610311,0.532481,0.5,1.032481,1,0,1,0,0.532481,,1,0.201380314681,0,1,tier_slot_filler_distribution_v1
list_item,pop,cerys,Cerys,0.000175177091759,-8.64971314281,0.202604863267,0.5,0.702604863267,1,0,1,0,0.202604863267,,1,,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,cerys,Cerys,0.000107243536944,-9.14040826357,0.129660724617,0.5,0.629660724617,1,0,1,0,0.129660724617,,1,,0,1,tier_slot_filler_distribution_v1
list_item,niche,cerys,Cerys,0.000104576125802,-9.16559527519,0.667734412116,0.5,1.16773441212,1,0,1,0,0.667734412116,,1,,0,1,tier_slot_filler_distribution_v1
list_item,pop,catatonia,Catatonia,0.000175177091759,-8.64971314281,0.202604863267,0.5,0.702604863267,1,0,1,0,0.202604863267,,1,,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,catatonia,Catatonia,0.000107243536944,-9.14040826357,0.129660724617,0.5,0.629660724617,1,0,1,0,0.129660724617,,1,,0,1,tier_slot_filler_distribution_v1
list_item,niche,catatonia,Catatonia,0.000104576125802,-9.16559527519,0.667734412116,0.5,1.16773441212,1,0,1,0,0.667734412116,,1,,0,1,tier_slot_filler_distribution_v1
list_item,pop,black masculinity,Black Masculinity,0.000152651654472,-8.78735200051,0.11225925,0.5,0.61225925,1,0,1,0,0.11225925,,1,0.177234430414,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,black masculinity,Black Masculinity,0.000144768601987,-8.84037393863,0.34998225,0.5,0.84998225,1,0,1,0,0.34998225,,1,0.177234430414,0,1,tier_slot_filler_distribution_v1
list_item,niche,black masculinity,Black Masculinity,9.29361696652e-05,-9.28359764814,0.5377585,0.5,1.0377585,1,0,1,0,0.5377585,,1,0.177234430414,0,1,tier_slot_filler_distribution_v1
list_item,pop,millennials,Millennials,0.000152651654472,-8.78735200051,0.11225925,0.5,0.61225925,1,0,1,0,0.11225925,,1,0.177234430414,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,millennials,Millennials,0.000144768601987,-8.84037393863,0.34998225,0.5,0.84998225,1,0,1,0,0.34998225,,1,0.177234430414,0,1,tier_slot_filler_distribution_v1
list_item,niche,millennials,Millennials,9.29361696652e-05,-9.28359764814,0.5377585,0.5,1.0377585,1,0,1,0,0.5377585,,1,0.177234430414,0,1,tier_slot_filler_distribution_v1
list_item,pop,protestantism,Protestantism,0.000197876858477,-8.52786564763,0.293649681576,0.5,0.793649681576,1,0,1,0,0.293649681576,,1,,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,protestantism,Protestantism,0.000121074645095,-9.01910330096,0.210867535107,0.5,0.710867535107,1,0,1,0,0.210867535107,,1,,0,1,tier_slot_filler_distribution_v1
list_item,niche,protestantism,Protestantism,8.91501797857e-05,-9.32518819699,0.495482783317,0.5,0.995482783317,1,0,1,0,0.495482783317,,1,,0,1,tier_slot_filler_distribution_v1
list_item,pop,richer voters,Richer Voters,0.00012547799866,-8.98338012424,0.00327044025157,0.5,0.503270440252,1,0,1,0,0.00327044025157,0.98,1,0.181514460839,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,richer voters,Richer Voters,8.80091507445e-05,-9.33806976316,0.0167295597484,0.5,0.516729559748,1,0,1,0,0.0167295597484,0.98,1,0.181514460839,0,1,tier_slot_filler_distribution_v1
list_item,niche,richer voters,Richer Voters,0.00013254098242,-8.92861865908,0.98,0.5,1.48,1,1,0,0.98,0,0.98,1,0.181514460839,0,1,tier_slot_filler_distribution_v1
list_item,pop,poorer voters,Poorer Voters,0.00012547799866,-8.98338012424,0.00327044025157,0.5,0.503270440252,1,0,1,0,0.00327044025157,0.98,1,0.181514460839,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,poorer voters,Poorer Voters,8.80091507445e-05,-9.33806976316,0.0167295597484,0.5,0.516729559748,1,0,1,0,0.0167295597484,0.98,1,0.181514460839,0,1,tier_slot_filler_distribution_v1
list_item,niche,poorer voters,Poorer Voters,0.00013254098242,-8.92861865908,0.98,0.5,1.48,1,1,0,0.98,0,0.98,1,0.181514460839,0,1,tier_slot_filler_distribution_v1
list_item,pop,himmler,Himmler,0.000210628381948,-8.46541520026,0.344793825566,0.5,0.844793825566,2,0,2,0,0.344793825566,,2,0.276295858628,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,himmler,Himmler,0.000256278388552,-8.26924624906,1.00469147548,0.5,1.50469147548,2,0,2,0,1.00469147548,,2,0.276295858628,0,1,tier_slot_filler_distribution_v1
list_item,niche,himmler,Himmler,0.000103034019249,-9.1804513403,0.650514698954,0.5,1.15051469895,2,0,2,0,0.650514698954,,2,0.276295858628,0,1,tier_slot_filler_distribution_v1
list_item,pop,big data,Big Data,0.000127516506511,-8.96726473891,0.0114465408805,0.5,0.511446540881,1,0,1,0,0.0114465408805,0.93,1,0.22447050467,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,big data,Big Data,9.51325788415e-05,-9.26023907251,0.0585534591195,0.5,0.558553459119,1,0,1,0,0.0585534591195,0.93,1,0.22447050467,0,1,tier_slot_filler_distribution_v1
list_item,niche,big data,Big Data,0.000128063246527,-8.96298630258,0.93,0.5,1.43,1,1,0,0.93,0,0.93,1,0.22447050467,0,1,tier_slot_filler_distribution_v1
list_item,pop,start-ups,Start-Ups,0.000127516506511,-8.96726473891,0.0114465408805,0.5,0.511446540881,1,0,1,0,0.0114465408805,0.93,1,0.22447050467,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,start-ups,Start-Ups,9.51325788415e-05,-9.26023907251,0.0585534591195,0.5,0.558553459119,1,0,1,0,0.0585534591195,0.93,1,0.22447050467,0,1,tier_slot_filler_distribution_v1
list_item,niche,start-ups,Start-Ups,0.000128063246527,-8.96298630258,0.93,0.5,1.43,1,1,0,0.93,0,0.93,1,0.22447050467,0,1,tier_slot_filler_distribution_v1
list_item,pop,sequences,Sequences,0.000150383730203,-8.80232032914,0.103163,0.5,0.603163,1,0,1,0,0.103163,,1,0.21579214285,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,sequences,Sequences,0.000111990560276,-9.09709597347,0.157532,0.5,0.657532,1,0,1,0,0.157532,,1,0.21579214285,0,1,tier_slot_filler_distribution_v1
list_item,niche,sequences,Sequences,0.000110985609607,-9.10611000824,0.739305,0.5,1.239305,1,0,1,0,0.739305,,1,0.21579214285,0,1,tier_slot_filler_distribution_v1
list_item,pop,affordances,Affordances,0.000150383730203,-8.80232032914,0.103163,0.5,0.603163,1,0,1,0,0.103163,,1,0.21579214285,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,affordances,Affordances,0.000111990560276,-9.09709597347,0.157532,0.5,0.657532,1,0,1,0,0.157532,,1,0.21579214285,0,1,tier_slot_filler_distribution_v1
list_item,niche,affordances,Affordances,0.000110985609607,-9.10611000824,0.739305,0.5,1.239305,1,0,1,0,0.739305,,1,0.21579214285,0,1,tier_slot_filler_distribution_v1
list_item,pop,gödel,Gödel,0.000152114296354,-8.79087836999,0.110104,0.5,0.610104,1,0,1,0,0.110104,,1,0.169601440173,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,gödel,Gödel,0.000104393967305,-9.16733866862,0.11293,0.5,0.61293,1,0,1,0,0.11293,,1,0.169601440173,0,1,tier_slot_filler_distribution_v1
list_item,niche,gödel,Gödel,0.000114358329836,-9.07617379506,0.776966,0.5,1.276966,1,0,1,0,0.776966,,1,0.169601440173,0,1,tier_slot_filler_distribution_v1
list_item,pop,tony hsieh,Tony Hsieh,0.00016473015102,-8.71120187123,0.160704,0.5,0.660704,1,0,1,0,0.160704,,1,0.177234430414,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,tony hsieh,Tony Hsieh,0.000114655175713,-9.07358140609,0.1731768,0.5,0.6731768,1,0,1,0,0.1731768,,1,0.177234430414,0,1,tier_slot_filler_distribution_v1
list_item,niche,tony hsieh,Tony Hsieh,0.000104431475937,-9.16697943431,0.6661192,0.5,1.1661192,1,0,1,0,0.6661192,,1,0.177234430414,0,1,tier_slot_filler_distribution_v1
list_item,pop,zappos,Zappos,0.00016473015102,-8.71120187123,0.160704,0.5,0.660704,1,0,1,0,0.160704,,1,0.177234430414,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,zappos,Zappos,0.000114655175713,-9.07358140609,0.1731768,0.5,0.6731768,1,0,1,0,0.1731768,,1,0.177234430414,0,1,tier_slot_filler_distribution_v1
list_item,niche,zappos,Zappos,0.000104431475937,-9.16697943431,0.6661192,0.5,1.1661192,1,0,1,0,0.6661192,,1,0.177234430414,0,1,tier_slot_filler_distribution_v1
list_item,pop,rational choice,Rational choice,0.00012547799866,-8.98338012424,0.00327044025157,0.5,0.503270440252,1,0,1,0,0.00327044025157,0.98,1,,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,rational choice,Rational choice,8.80091507445e-05,-9.33806976316,0.0167295597484,0.5,0.516729559748,1,0,1,0,0.0167295597484,0.98,1,,0,1,tier_slot_filler_distribution_v1
list_item,niche,rational choice,Rational choice,0.00013254098242,-8.92861865908,0.98,0.5,1.48,1,1,0,0.98,0,0.98,1,,0,1,tier_slot_filler_distribution_v1
list_item,pop,collective action,Collective Action,0.000138799107883,-8.88248293727,0.0566990936802,0.5,0.55669909368,2,0,2,0,0.0566990936802,0.98,2,0,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,collective action,Collective Action,0.000123194481709,-9.00174629919,0.223313766333,0.5,0.723313766333,2,0,2,0,0.223313766333,0.98,2,0,0,1,tier_slot_filler_distribution_v1
list_item,niche,collective action,Collective Action,0.000198810321955,-8.52315934379,1.71998713999,0.5,2.21998713999,2,1,1,0.98,0.739987139987,0.98,2,0,0,1,tier_slot_filler_distribution_v1
list_item,pop,disenchantment,Disenchantment,0.000255912611591,-8.27067453273,0.526420998713,0.5,1.02642099871,2,0,2,0,0.526420998713,,2,0.0667879383587,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,disenchantment,Disenchantment,0.000133527688226,-8.92120169919,0.283983290007,0.5,0.783983290007,2,0,2,0,0.283983290007,,2,0.0667879383587,0,1,tier_slot_filler_distribution_v1
list_item,niche,disenchantment,Disenchantment,0.000151311267206,-8.79617147063,1.18959571128,0.5,1.68959571128,2,0,2,0,1.18959571128,,2,0.0667879383587,0,1,tier_slot_filler_distribution_v1
list_item,pop,defense,Defense,0.000126293401801,-8.97690277225,0.00654088050314,0.5,0.506540880503,1,0,1,0,0.00654088050314,0.96,1,0.185484915435,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,defense,Defense,9.08585219833e-05,-9.30620696473,0.0334591194969,0.5,0.533459119497,1,0,1,0,0.0334591194969,0.96,1,0.185484915435,0,1,tier_slot_filler_distribution_v1
list_item,niche,defense,Defense,0.000130749888063,-8.94222431114,0.96,0.5,1.46,1,1,0,0.96,0,0.96,1,0.185484915435,0,1,tier_slot_filler_distribution_v1
list_item,pop,innis,Innis,0.000157691958827,-8.75486705561,0.13247503459,0.5,0.63247503459,1,0,1,0,0.13247503459,,1,0.181514460839,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,innis,Innis,0.000126552335276,-8.97485461776,0.243028786656,0.5,0.743028786656,1,0,1,0,0.243028786656,,1,0.181514460839,0,1,tier_slot_filler_distribution_v1
list_item,niche,innis,Innis,0.000100703938013,-9.20332565262,0.624496178755,0.5,1.12449617875,1,0,1,0,0.624496178755,,1,0.181514460839,0,1,tier_slot_filler_distribution_v1
list_item,pop,max hoffman,Max Hoffman,0.000132876564073,-8.92608995036,0.0329448,0.5,0.5329448,1,0,1,0,0.0329448,,1,0,0,1,tier_slot_filler_distribution_v1
list_item,mainstream,max hoffman,Max Hoffman,0.000157463634314,-8.75631601961,0.4245188,0.5,0.9245188,1,0,1,0,0.4245188,,1,0,0,1,tier_slot_filler_distribution_v1
